Noah; Williams; noah.williams@travel-sabre.com; ORD; SLC; UA; 521; Business; oneWay; 2014-01-02; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; TYS; BA; 5369; Economy; roundTrip; 2015-06-07; 2015-06-11
Olivia; Lewis; olivia.lewis@travel-sabre.com; MUC; BCN; NH; 6077; First; roundTrip; 2015-06-18; 2015-06-21
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; LST; NZ; 7105; Business; oneWay; 2015-07-01; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LST; MEL; NZ; 5017; Business; oneWay; 2015-07-09; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; BWI; DL; 2622; Business; oneWay; 2015-07-13; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; BWI; ATL; DL; 2262; Business; oneWay; 2015-07-18; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; LAX; SQ; 2523; Business; roundTrip; 2015-07-25; 2015-07-28
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; PVG; KA; 808; Business; oneWay; 2015-08-06; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; PVG; HKG; KA; 808; Business; oneWay; 2015-08-09; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; ROC; AS; 4207; First; roundTrip; 2015-08-17; 2015-08-24
Olivia; Lewis; olivia.lewis@travel-sabre.com; DFW; GSP; AA; 2324; Business; roundTrip; 2015-08-29; 2015-09-02
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; HKG; CX; 134; First; roundTrip; 2016-01-02; 2016-01-06
Olivia; Lewis; olivia.lewis@travel-sabre.com; GRU; CWB; TP; 5553; First; roundTrip; 2016-01-13; 2016-01-18
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; DFW; KE; 6881; Premium Economy; roundTrip; 2016-01-26; 2016-01-29
Olivia; Lewis; olivia.lewis@travel-sabre.com; HND; KUL; NH; 885; Premium Economy; roundTrip; 2016-02-07; 2016-02-11
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; BNE; EY; 6687; Premium Economy; oneWay; 2016-02-19; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; BNE; MEL; EY; 7866; Premium Economy; oneWay; 2016-02-22; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; ARN; AY; 5930; First; roundTrip; 2016-03-02; 2016-03-10
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; HEL; BA; 6034; Economy; oneWay; 2016-03-13; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HEL; LHR; BA; 4306; Economy; oneWay; 2016-03-21; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; CDG; MU; 4980; First; oneWay; 2016-03-25; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; CDG; LHR; MU; 0894; First; oneWay; 2016-04-01; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; DUB; AA; 6763; Premium Economy; roundTrip; 2016-04-06; 2016-04-09
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; SYD; JQ; 528; Business; roundTrip; 2016-04-19; 2016-04-24
Olivia; Lewis; olivia.lewis@travel-sabre.com; DFW; JAX; AA; 1373; Business; oneWay; 2017-01-01; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; YUL; WS; 5560; Economy; oneWay; 2017-01-13; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; YUL; ORD; WS; 0655; Economy; oneWay; 2017-01-17; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; PHL; NH; 7460; Premium Economy; roundTrip; 2017-01-25; 2017-01-29
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; PHX; VS; 4125; Economy; roundTrip; 2017-02-06; 2017-02-10
Olivia; Lewis; olivia.lewis@travel-sabre.com; MUC; FRA; NH; 6060; Premium Economy; roundTrip; 2017-02-19; 2017-02-26
Olivia; Lewis; olivia.lewis@travel-sabre.com; JNB; FRA; LH; 9545; Premium Economy; oneWay; 2017-03-02; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; FRA; JNB; LH; 5459; Premium Economy; oneWay; 2017-03-05; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; LAX; LA; 5635; Premium Economy; roundTrip; 2017-03-15; 2017-03-19
Olivia; Lewis; olivia.lewis@travel-sabre.com; DFW; MSN; AA; 3965; Business; roundTrip; 2017-03-27; 2017-03-30
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; LAX; NZ; 9684; Business; oneWay; 2017-04-08; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; ORD; NZ; 4869; Business; oneWay; 2017-04-12; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; TXL; BA; 986; First; oneWay; 2017-04-20; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; TXL; LHR; BA; 689; First; oneWay; 2017-04-26; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; DFW; ATL; DL; 2310; Premium Economy; roundTrip; 2017-05-01; 2017-05-04
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; CDG; AB; 5082; Business; roundTrip; 2017-05-13; 2017-05-16
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; SAW; AC; 6704; Premium Economy; oneWay; 2017-05-25; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; SAW; LHR; AC; 4076; Premium Economy; oneWay; 2017-06-01; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; MAD; JL; 7851; Economy; oneWay; 2017-06-06; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MAD; LHR; JL; 1587; Economy; oneWay; 2017-06-11; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; SCL; LA; 804; First; roundTrip; 2017-06-19; 2017-06-23
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; SAT; WN; 2838; First; roundTrip; 2017-07-01; 2017-07-06
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; LAX; QR; 4915; First; oneWay; 2017-07-12; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; ORD; QR; 5194; First; oneWay; 2017-07-16; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; DFW; ICN; KE; 5032; Business; oneWay; 2017-07-25; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; DXB; LHR; SQ; 2501; First; oneWay; 2017-08-06; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; DXB; SQ; 1052; First; oneWay; 2017-08-12; 

Harper; Davis; harper.davis@travel-sabre.com; LHR; FCO; 9W; 5978; Business; roundTrip; 2005-01-12; 2005-01-16
Harper; Davis; harper.davis@travel-sabre.com; ORD; IAD; BA; 1955; Premium Economy; roundTrip; 2005-03-04; 2005-03-09
Harper; Davis; harper.davis@travel-sabre.com; LHR; DUB; EI; 169; Economy; oneWay; 2006-01-01; 
Harper; Davis; harper.davis@travel-sabre.com; DUB; LHR; EI; 961; Economy; oneWay; 2006-01-24; 
Harper; Davis; harper.davis@travel-sabre.com; ORD; MCO; NH; 7462; First; roundTrip; 2006-03-03; 2006-03-13
Harper; Davis; harper.davis@travel-sabre.com; LHR; PEK; BA; 39; First; roundTrip; 2006-05-12; 2006-05-20
Harper; Davis; harper.davis@travel-sabre.com; LHR; LAX; UA; 935; Premium Economy; roundTrip; 2006-07-03; 2006-07-07
Harper; Davis; harper.davis@travel-sabre.com; WAW; HEL; AA; 8976; First; oneWay; 2006-09-04; 
Harper; Davis; harper.davis@travel-sabre.com; HEL; WAW; AA; 6798; First; oneWay; 2006-09-13; 
Harper; Davis; harper.davis@travel-sabre.com; HKG; EWR; JJ; 4802; Premium Economy; oneWay; 2007-01-04; 
Harper; Davis; harper.davis@travel-sabre.com; EWR; HKG; JJ; 2084; Premium Economy; oneWay; 2007-01-26; 
Harper; Davis; harper.davis@travel-sabre.com; MEL; PER; SQ; 6960; Economy; roundTrip; 2007-03-04; 2007-03-07
Harper; Davis; harper.davis@travel-sabre.com; MUC; KRK; UA; 9096; Premium Economy; roundTrip; 2007-05-11; 2007-05-19
Harper; Davis; harper.davis@travel-sabre.com; MEL; NCL; EK; 7636; Premium Economy; oneWay; 2007-06-30; 
Harper; Davis; harper.davis@travel-sabre.com; NCL; MEL; EK; 6367; Premium Economy; oneWay; 2007-07-08; 
Harper; Davis; harper.davis@travel-sabre.com; LAX; DEN; UA; 544; First; roundTrip; 2007-08-29; 2007-10-05
Harper; Davis; harper.davis@travel-sabre.com; ATL; MSY; DL; 1119; Economy; oneWay; 2007-10-29; 
Harper; Davis; harper.davis@travel-sabre.com; MSY; ATL; DL; 9111; Economy; oneWay; 2007-11-03; 
Harper; Davis; harper.davis@travel-sabre.com; HKG; PEK; KA; 1102; Premium Economy; roundTrip; 2008-01-05; 2008-01-27
Harper; Davis; harper.davis@travel-sabre.com; ORD; CMH; JL; 7330; Business; oneWay; 2008-03-10; 
Harper; Davis; harper.davis@travel-sabre.com; CMH; ORD; JL; 0337; Business; oneWay; 2008-03-14; 
Harper; Davis; harper.davis@travel-sabre.com; HKG; SAW; TK; 71; First; roundTrip; 2008-05-03; 2008-05-16
Harper; Davis; harper.davis@travel-sabre.com; LHR; RUH; BA; 263; First; roundTrip; 2008-07-07; 2008-07-14
Harper; Davis; harper.davis@travel-sabre.com; LAX; AUS; WN; 5390; Economy; oneWay; 2008-09-07; 
Harper; Davis; harper.davis@travel-sabre.com; AUS; LAX; WN; 0935; Economy; oneWay; 2008-09-15; 
Harper; Davis; harper.davis@travel-sabre.com; WAW; MXP; LO; 321; First; roundTrip; 2009-01-03; 2009-01-15
Harper; Davis; harper.davis@travel-sabre.com; LHR; GLA; AY; 5969; Economy; oneWay; 2009-03-03; 
Harper; Davis; harper.davis@travel-sabre.com; GLA; LHR; AY; 9695; Economy; oneWay; 2009-03-14; 
Harper; Davis; harper.davis@travel-sabre.com; ORD; ORF; AA; 1218; Business; roundTrip; 2009-05-09; 2009-05-15
Harper; Davis; harper.davis@travel-sabre.com; WAW; CDG; JL; 5314; Economy; oneWay; 2009-07-02; 
Harper; Davis; harper.davis@travel-sabre.com; CDG; WAW; JL; 4135; Economy; oneWay; 2009-07-14; 
Harper; Davis; harper.davis@travel-sabre.com; MUC; ARN; SK; 3654; Business; oneWay; 2010-01-05; 
Harper; Davis; harper.davis@travel-sabre.com; ARN; MUC; SK; 4563; Business; oneWay; 2010-01-17; 
Harper; Davis; harper.davis@travel-sabre.com; WAW; WRO; OS; 8539; First; oneWay; 2010-03-03; 
Harper; Davis; harper.davis@travel-sabre.com; WRO; WAW; OS; 9358; First; oneWay; 2010-03-20; 
Harper; Davis; harper.davis@travel-sabre.com; MEL; SYD; QR; 402; Premium Economy; roundTrip; 2010-05-03; 2010-05-15
Harper; Davis; harper.davis@travel-sabre.com; GRU; POA; TP; 5917; Premium Economy; oneWay; 2010-07-09; 
Harper; Davis; harper.davis@travel-sabre.com; POA; GRU; TP; 7195; Premium Economy; oneWay; 2010-07-13; 
Harper; Davis; harper.davis@travel-sabre.com; LHR; MAD; JL; 7845; Economy; roundTrip; 2010-09-03; 2010-09-23
Harper; Davis; harper.davis@travel-sabre.com; LAX; LAS; WN; 5743; First; oneWay; 2010-11-02; 
Harper; Davis; harper.davis@travel-sabre.com; LAS; LAX; WN; 3475; First; oneWay; 2010-11-06; 
Harper; Davis; harper.davis@travel-sabre.com; WAW; DME; LO; 677; First; oneWay; 2011-01-02; 
Harper; Davis; harper.davis@travel-sabre.com; DME; WAW; LO; 776; First; oneWay; 2011-01-05; 
Harper; Davis; harper.davis@travel-sabre.com; LHR; EWR; BA; 1593; First; oneWay; 2011-03-03; 
Harper; Davis; harper.davis@travel-sabre.com; EWR; LHR; BA; 3951; First; oneWay; 2011-03-18; 
Harper; Davis; harper.davis@travel-sabre.com; DFW; PBI; JL; 7462; Economy; oneWay; 2011-05-06; 
Harper; Davis; harper.davis@travel-sabre.com; PBI; DFW; JL; 2647; Economy; oneWay; 2011-05-27; 
Harper; Davis; harper.davis@travel-sabre.com; LHR; ZRH; JJ; 2885; Business; roundTrip; 2011-07-01; 2011-07-14
Harper; Davis; harper.davis@travel-sabre.com; GRU; EWR; JJ; 8080; Economy; oneWay; 2012-01-01; 
Harper; Davis; harper.davis@travel-sabre.com; EWR; GRU; JJ; 0808; Economy; oneWay; 2012-01-09; 
Harper; Davis; harper.davis@travel-sabre.com; MEL; ADL; NZ; 7681; Premium Economy; roundTrip; 2013-01-11; 2013-01-18
Harper; Davis; harper.davis@travel-sabre.com; LAX; SMF; DL; 5821; Premium Economy; oneWay; 2013-03-02; 
Harper; Davis; harper.davis@travel-sabre.com; SMF; LAX; DL; 1285; Premium Economy; oneWay; 2013-04-04; 
Harper; Davis; harper.davis@travel-sabre.com; ORD; SYR; AS; 4148; Business; oneWay; 2014-01-11; 
Harper; Davis; harper.davis@travel-sabre.com; SYR; ORD; AS; 8414; Business; oneWay; 2014-01-22; 
Harper; Davis; harper.davis@travel-sabre.com; DFW; SLC; AA; 1597; Business; oneWay; 2014-03-05; 
Harper; Davis; harper.davis@travel-sabre.com; SLC; DFW; AA; 7951; Business; oneWay; 2014-03-20; 
Harper; Davis; harper.davis@travel-sabre.com; WAW; STR; LO; 373; Economy; roundTrip; 2014-05-05; 2014-05-23
Harper; Davis; harper.davis@travel-sabre.com; ATL; CLT; AF; 2162; First; oneWay; 2014-07-08; 
Harper; Davis; harper.davis@travel-sabre.com; CLT; ATL; AF; 2612; First; oneWay; 2014-07-15; 
Harper; Davis; harper.davis@travel-sabre.com; MUC; LIS; TP; 6724; Business; oneWay; 2015-01-05; 
Harper; Davis; harper.davis@travel-sabre.com; LIS; MUC; TP; 4276; Business; oneWay; 2015-01-15; 
Harper; Davis; harper.davis@travel-sabre.com; LAX; SLC; UA; 5897; Economy; roundTrip; 2015-03-12; 2015-04-01
Harper; Davis; harper.davis@travel-sabre.com; ATL; CLT; KL; 6752; Business; oneWay; 2015-05-08; 
Harper; Davis; harper.davis@travel-sabre.com; CLT; ATL; KL; 2576; Business; oneWay; 2015-05-15; 
Harper; Davis; harper.davis@travel-sabre.com; ORD; CLE; UA; 302; Economy; roundTrip; 2015-07-10; 2015-07-14
Harper; Davis; harper.davis@travel-sabre.com; GRU; POA; TP; 5918; Economy; roundTrip; 2016-01-09; 2016-01-12
Harper; Davis; harper.davis@travel-sabre.com; MUC; AMS; AM; 6535; Economy; roundTrip; 2016-03-01; 2016-03-11
Harper; Davis; harper.davis@travel-sabre.com; HKG; SYD; BA; 4131; Premium Economy; oneWay; 2016-05-02; 
Harper; Davis; harper.davis@travel-sabre.com; SYD; HKG; BA; 1314; Premium Economy; oneWay; 2016-05-13; 
Harper; Davis; harper.davis@travel-sabre.com; ORD; BNA; AA; 3356; Business; oneWay; 2016-07-01; 
Harper; Davis; harper.davis@travel-sabre.com; BNA; ORD; AA; 6533; Business; oneWay; 2016-07-10; 
Harper; Davis; harper.davis@travel-sabre.com; GRU; FOR; O6; 6372; Premium Economy; roundTrip; 2016-09-01; 2016-09-12
Harper; Davis; harper.davis@travel-sabre.com; MEL; PER; SQ; 6958; Premium Economy; roundTrip; 2016-10-30; 2016-11-10
Harper; Davis; harper.davis@travel-sabre.com; DXB; FRA; LH; 631; Premium Economy; roundTrip; 2017-01-09; 2017-01-22
Harper; Davis; harper.davis@travel-sabre.com; ORD; STL; AC; 4993; First; oneWay; 2017-03-08; 
Harper; Davis; harper.davis@travel-sabre.com; STL; ORD; AC; 3994; First; oneWay; 2017-03-13; 
Harper; Davis; harper.davis@travel-sabre.com; HKG; WNZ; CX; 5794; First; roundTrip; 2017-05-01; 2017-05-04
Harper; Davis; harper.davis@travel-sabre.com; LAX; YYZ; UA; 8328; Business; oneWay; 2017-06-30; 
Harper; Davis; harper.davis@travel-sabre.com; YYZ; LAX; UA; 8238; Business; oneWay; 2017-07-05; 
Harper; Davis; harper.davis@travel-sabre.com; MEL; SYD; SQ; 6849; Business; roundTrip; 2017-09-04; 2017-09-11

Aiden; Hall; aiden.hall@travel-sabre.com; DFW; TPA; AA; 2360; Economy; oneWay; 2013-01-03; 
Aiden; Hall; aiden.hall@travel-sabre.com; TPA; DFW; AA; 0632; Economy; oneWay; 2013-01-08; 
Aiden; Hall; aiden.hall@travel-sabre.com; HKG; WNZ; CX; 5798; Business; oneWay; 2013-03-05; 
Aiden; Hall; aiden.hall@travel-sabre.com; WNZ; HKG; CX; 8975; Business; oneWay; 2013-04-10; 
Aiden; Hall; aiden.hall@travel-sabre.com; DXB; LHR; BA; 106; Economy; oneWay; 2013-05-02; 
Aiden; Hall; aiden.hall@travel-sabre.com; LHR; DXB; BA; 601; Economy; oneWay; 2013-05-22; 
Aiden; Hall; aiden.hall@travel-sabre.com; MUC; CPH; SK; 2658; First; roundTrip; 2013-06-30; 2013-07-14
Aiden; Hall; aiden.hall@travel-sabre.com; LAX; OGG; DL; 1196; First; oneWay; 2013-09-04; 
Aiden; Hall; aiden.hall@travel-sabre.com; OGG; LAX; DL; 6911; First; oneWay; 2013-09-30; 
Aiden; Hall; aiden.hall@travel-sabre.com; GRU; FOR; AF; 1908; First; oneWay; 2013-10-31; 
Aiden; Hall; aiden.hall@travel-sabre.com; FOR; GRU; AF; 8091; First; oneWay; 2013-11-21; 
Aiden; Hall; aiden.hall@travel-sabre.com; ATL; CLT; AF; 2162; Premium Economy; roundTrip; 2014-01-11; 2014-01-16
Aiden; Hall; aiden.hall@travel-sabre.com; MEL; AUH; NZ; 4261; Business; roundTrip; 2014-03-12; 2014-03-31
Aiden; Hall; aiden.hall@travel-sabre.com; DFW; MSP; QR; 4795; First; oneWay; 2014-05-05; 
Aiden; Hall; aiden.hall@travel-sabre.com; MSP; DFW; QR; 5974; First; oneWay; 2014-05-10; 
Aiden; Hall; aiden.hall@travel-sabre.com; MUC; HAJ; TP; 7816; Economy; oneWay; 2014-07-05; 
Aiden; Hall; aiden.hall@travel-sabre.com; HAJ; MUC; TP; 6187; Economy; oneWay; 2014-07-28; 
Aiden; Hall; aiden.hall@travel-sabre.com; HKG; KUL; MH; 9739; First; oneWay; 2015-01-01; 
Aiden; Hall; aiden.hall@travel-sabre.com; KUL; HKG; MH; 9379; First; oneWay; 2015-01-07; 
Aiden; Hall; aiden.hall@travel-sabre.com; GRU; FOR; TK; 9454; Economy; roundTrip; 2015-03-07; 2015-03-26
Aiden; Hall; aiden.hall@travel-sabre.com; LAX; EWR; AA; 89; Economy; oneWay; 2015-05-07; 
Aiden; Hall; aiden.hall@travel-sabre.com; EWR; LAX; AA; 98; Economy; oneWay; 2015-05-17; 
Aiden; Hall; aiden.hall@travel-sabre.com; LAX; ORD; EI; 6163; First; roundTrip; 2015-07-04; 2015-07-26
Aiden; Hall; aiden.hall@travel-sabre.com; LAX; YYC; DL; 7177; First; roundTrip; 2015-09-02; 2015-09-22
Aiden; Hall; aiden.hall@travel-sabre.com; LAX; ATL; DL; 1323; Business; roundTrip; 2016-01-03; 2016-01-23
Aiden; Hall; aiden.hall@travel-sabre.com; MUC; AMS; 9W; 8711; Premium Economy; roundTrip; 2016-03-08; 2016-03-11
Aiden; Hall; aiden.hall@travel-sabre.com; LAX; PHX; AA; 9850; First; roundTrip; 2016-05-03; 2016-05-16
Aiden; Hall; aiden.hall@travel-sabre.com; MUC; VIE; OS; 116; Economy; roundTrip; 2016-07-02; 2016-07-19
Aiden; Hall; aiden.hall@travel-sabre.com; GRU; POA; JJ; 3509; First; oneWay; 2016-09-07; 
Aiden; Hall; aiden.hall@travel-sabre.com; POA; GRU; JJ; 9053; First; oneWay; 2016-09-14; 
Aiden; Hall; aiden.hall@travel-sabre.com; DFW; SAT; BA; 7825; First; roundTrip; 2017-01-10; 2017-01-19
Aiden; Hall; aiden.hall@travel-sabre.com; ORD; MSY; QR; 3261; Premium Economy; roundTrip; 2017-03-04; 2017-03-14

James; Williams; james.williams@travel-sabre.com; ORD; MEM; AA; 3557; Business; roundTrip; 2014-01-02; 2014-01-05
James; Williams; james.williams@travel-sabre.com; DFW; SAT; BA; 7825; Premium Economy; roundTrip; 2014-01-13; 2014-01-19
James; Williams; james.williams@travel-sabre.com; ORD; CLT; AA; 691; Economy; oneWay; 2014-01-25; 
James; Williams; james.williams@travel-sabre.com; CLT; ORD; AA; 196; Economy; oneWay; 2014-01-28; 
James; Williams; james.williams@travel-sabre.com; MUC; JNB; SA; 265; Premium Economy; roundTrip; 2014-02-07; 2014-02-10
James; Williams; james.williams@travel-sabre.com; ORD; BNA; NH; 7470; First; roundTrip; 2015-01-02; 2015-01-07
James; Williams; james.williams@travel-sabre.com; MUC; GSE; TP; 7512; Premium Economy; roundTrip; 2015-01-13; 2015-01-19
James; Williams; james.williams@travel-sabre.com; GRU; FRA; LH; 507; First; oneWay; 2015-01-26; 
James; Williams; james.williams@travel-sabre.com; FRA; GRU; LH; 705; First; oneWay; 2015-01-30; 
James; Williams; james.williams@travel-sabre.com; WAW; GDN; OS; 8519; First; oneWay; 2015-02-06; 
James; Williams; james.williams@travel-sabre.com; GDN; WAW; OS; 9158; First; oneWay; 2015-02-13; 
James; Williams; james.williams@travel-sabre.com; GRU; MCZ; SA; 7614; Business; oneWay; 2015-02-19; 
James; Williams; james.williams@travel-sabre.com; MCZ; GRU; SA; 4167; Business; oneWay; 2015-02-23; 
James; Williams; james.williams@travel-sabre.com; HKG; DPS; HX; 1957; Economy; oneWay; 2015-03-03; 
James; Williams; james.williams@travel-sabre.com; DPS; HKG; HX; 7591; Economy; oneWay; 2015-03-06; 
James; Williams; james.williams@travel-sabre.com; GRU; CNF; SA; 7938; Premium Economy; roundTrip; 2015-03-14; 2015-03-19
James; Williams; james.williams@travel-sabre.com; MEL; SYD; EY; 6350; Business; roundTrip; 2015-03-26; 2015-03-29
James; Williams; james.williams@travel-sabre.com; ORD; CID; UA; 5350; First; oneWay; 2015-04-08; 
James; Williams; james.williams@travel-sabre.com; CID; ORD; UA; 0535; First; oneWay; 2015-04-15; 
James; Williams; james.williams@travel-sabre.com; ATL; ORD; KE; 7113; Premium Economy; oneWay; 2015-04-19; 
James; Williams; james.williams@travel-sabre.com; ORD; ATL; KE; 3117; Premium Economy; oneWay; 2015-04-26; 
James; Williams; james.williams@travel-sabre.com; ATL; MSP; DL; 888; Economy; roundTrip; 2015-05-02; 2015-05-07
James; Williams; james.williams@travel-sabre.com; MEL; SYD; NZ; 7023; First; oneWay; 2015-05-14; 
James; Williams; james.williams@travel-sabre.com; SYD; MEL; NZ; 3207; First; oneWay; 2015-05-19; 
James; Williams; james.williams@travel-sabre.com; ATL; EWR; KL; 5448; First; oneWay; 2015-05-26; 
James; Williams; james.williams@travel-sabre.com; EWR; ATL; KL; 8445; First; oneWay; 2015-05-29; 
James; Williams; james.williams@travel-sabre.com; LAX; DTW; AF; 2158; Premium Economy; oneWay; 2015-06-06; 
James; Williams; james.williams@travel-sabre.com; DTW; LAX; AF; 8512; Premium Economy; oneWay; 2015-06-10; 
James; Williams; james.williams@travel-sabre.com; DFW; MEX; JL; 7202; Premium Economy; oneWay; 2015-06-18; 
James; Williams; james.williams@travel-sabre.com; MEX; DFW; JL; 2027; Premium Economy; oneWay; 2015-06-21; 
James; Williams; james.williams@travel-sabre.com; ORD; CID; AA; 3269; Premium Economy; roundTrip; 2015-06-30; 2015-07-04
James; Williams; james.williams@travel-sabre.com; MEL; ADL; NZ; 7683; First; roundTrip; 2015-07-13; 2015-07-17
James; Williams; james.williams@travel-sabre.com; ATL; IND; AF; 5980; Business; roundTrip; 2015-07-24; 2015-07-27
James; Williams; james.williams@travel-sabre.com; DFW; EWR; JJ; 8379; Premium Economy; roundTrip; 2015-08-06; 2015-08-10
James; Williams; james.williams@travel-sabre.com; PVG; LAX; CZ; 441; Premium Economy; oneWay; 2016-01-02; 
James; Williams; james.williams@travel-sabre.com; LAX; PVG; CZ; 144; Premium Economy; oneWay; 2016-01-06; 
James; Williams; james.williams@travel-sabre.com; DFW; ORD; IB; 9714; Business; roundTrip; 2016-01-14; 2016-01-19
James; Williams; james.williams@travel-sabre.com; LHR; ARN; AC; 9939; Premium Economy; oneWay; 2016-01-26; 
James; Williams; james.williams@travel-sabre.com; ARN; LHR; AC; 9399; Premium Economy; oneWay; 2016-01-29; 
James; Williams; james.williams@travel-sabre.com; LAX; SFO; VS; 4111; Premium Economy; roundTrip; 2016-02-07; 2016-02-12
James; Williams; james.williams@travel-sabre.com; GRU; POA; UA; 7359; Economy; roundTrip; 2016-02-18; 2016-02-22
James; Williams; james.williams@travel-sabre.com; DXB; LHR; QR; 9; Premium Economy; oneWay; 2016-03-01; 
James; Williams; james.williams@travel-sabre.com; LHR; DXB; QR; 9; Premium Economy; oneWay; 2016-03-05; 
James; Williams; james.williams@travel-sabre.com; LHR; EWR; IB; 4627; Business; roundTrip; 2016-03-14; 2016-03-17
James; Williams; james.williams@travel-sabre.com; HKG; KUL; MH; 9739; Economy; roundTrip; 2016-03-25; 2016-03-28
James; Williams; james.williams@travel-sabre.com; PVG; NKG; BA; 2310; Premium Economy; roundTrip; 2017-01-02; 2017-01-06
James; Williams; james.williams@travel-sabre.com; DFW; FLL; AA; 2564; Premium Economy; roundTrip; 2017-01-14; 2017-01-18
James; Williams; james.williams@travel-sabre.com; LHR; DUB; EI; 177; Premium Economy; oneWay; 2017-01-26; 
James; Williams; james.williams@travel-sabre.com; DUB; LHR; EI; 771; Premium Economy; oneWay; 2017-01-31; 
James; Williams; james.williams@travel-sabre.com; ATL; DEN; AM; 4106; Economy; roundTrip; 2017-02-06; 2017-02-12
James; Williams; james.williams@travel-sabre.com; MEL; SYD; SQ; 6831; Premium Economy; oneWay; 2017-02-19; 
James; Williams; james.williams@travel-sabre.com; SYD; MEL; SQ; 1386; Premium Economy; oneWay; 2017-02-22; 
James; Williams; james.williams@travel-sabre.com; ATL; EWR; DL; 2277; Premium Economy; oneWay; 2017-03-03; 
James; Williams; james.williams@travel-sabre.com; EWR; ATL; DL; 7722; Premium Economy; oneWay; 2017-03-09; 
James; Williams; james.williams@travel-sabre.com; JNB; CPT; BA; 6409; Premium Economy; roundTrip; 2017-03-14; 2017-03-18
